PMID,Title,csv_name,SentenceIndex,Sentence,predicted_label_id,predicted_label
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,5,"METHODS: Participants were selected from the Parkinson's Progression Markers Initiative cohort, clinically diagnosed with sporadic Parkinson disease or Parkinson disease controls, and followed up annually for 5 years.",1,Compound Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,6,"Linear mixed-effects models (LMEMs) tested the interaction of diagnosis with longitudinal trajectories of analytes (log transformed, false discovery rate [FDR] corrected).",4,Simple Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,7,"In patients with Parkinson disease LMEMs tested how baseline ATN(PD) status Parkinson disease [A+T+N±] vs not) predicted clinical outcomes, including Montreal Cognitive Assessment (MoCA; rank transformed, FDR corrected).",0,Complex Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,8,"RESULTS: Participants were 364 patients with Parkinson disease and 168 controls, with comparable baseline mean (±SD) age (patients with Parkinson disease = 62 ± 10 years; controls = 61 ± 11 years]; Mann-Whitney Wilcoxon: p = 0.4) and sex distribution (patients with Parkinson disease = 231 male individuals [63%]; controls = 107 male individuals [64%]; χ(2): p = 1).",1,Compound Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,9,"Patients with Parkinson disease had overall lower CSF p-tau(181) (β = -0.16, 95% CI -0.23 to -0.092, p = 2.2e-05) and t-tau than controls (β = -0.13, 95% CI -0.19 to -0.065, p = 4e-04), but not Aβ(42) (p = 0.061) or NfL (p = 0.32).",1,Compound Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,10,"Over time, patients with Parkinson disease had greater increases in serum NfL than controls (β = 0.035, 95% CI 0.022 to 0.048, p = 9.8e-07); slopes of patients with Parkinson disease did not differ from those of controls for CSF Aβ(42) (p = 0.18), p-tau(181) (p = 1), or t-tau (p = 0.96).",1,Compound Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,11,"Using ATN(PD), Parkinson disease classified as A+T+N± (n = 32; 9%) had worse cognitive decline on global MoCA (β = -73, 95% CI -110 to -37, p = 0.00077) Parkinson disease all other ATN(PD) statuses including A+ alone (A+T-N-; n = 75; 21%).",0,Complex Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,12,"DISCUSSION: In Parkinson disease with early PD, CSF p-tau(181) and t-tau were low compared with those in Parkinson disease and did not increase over 5 years of follow-up.",0,Complex Sentence
38306599,Evaluation of ATN(PD) Framework and Biofluid Markers to Predict Cognitive Decline in Early Parkinson Disease.,AD,13,"Our study shows that classification using modified ATN(PD) (incorporating CSF Aβ(42), CSF p-tau(181), and serum NfL) can identify biologically relevant subgroups of Parkinson disease to improve prediction of cognitive decline in early PD.",0,Complex Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,0,INTRODUCTION: Plasma biomarkers in Down syndrome Down syndrome accurately detect Alzheimer's disease Alzheimer's disease pathology.,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,1,"This study aimed to identify genetic loci associated with plasma tau biomarkers (phosphorylated tau [p-tau]181, p-tau217, total tau [t-tau]) and tau positron emission tomography (PET) in Down syndrome METHODS: We examined 375 people with Down syndrome from the Alzheimer's disease Biomarker Consortium-Down Syndrome (ABC-DS) with data on all four tau biomarkers, and 133 subjects from another study of Down syndrome with plasma t-tau.",2,Compound-Complex Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,2,Single-trait and multi-trait genetic association analyses were conducted.,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,3,Alzheimer's disease polygenic risk scores (PRSs) were tested with tau biomarkers.,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,4,"RESULTS: Three genome-wide significant associations were identified for p-tau181: TUBAP/rs76523946, P = 2.21E-08; CTNND2/rs142510573, P = 3.04E-08; CLSTN2/rs112448655, P = 3.04E-08, and one for t-tau (JHY/rs77264104, P = 2.84E-08).",1,Compound Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,5,"Alzheimer's disease PRS was associated with higher concentrations of tau PET (β = 0.30, P = 6.57E-04), p-tau217 (β = 0.11, P = 4.10E-02), and t-tau (β = 0.12, P = 3.60E-02).",4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,6,DISCUSSION: These data indicate the presence of novel genetic loci in Down syndrome affecting plasma tau biomarkers and that Alzheimer's disease risk PRS may modify tau neuroimaging and plasma biomarkers in DS.,1,Compound Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,7,HIGHLIGHTS: Four loci were linked to plasma total tau (t-tau) or phosphorylated tau (p-tau)181 with genome-wide significance.,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,8,JHY/rs77264104 stays genome-wide significant for plasma t-tau in a meta genome-wide association study (GWAS).,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,9,"Alzheimer's disease disease (AD) polygenic risk score is associated with tau positron emission tomography (PET), regardless of apolipoprotein E genotype and region.",4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,10,Tau-PET genes in Down syndrome syndrome (DS) are enriched in the cerebrospinal fluid phosphorylated tau Alzheimer's disease Alzheimer's disease Alzheimer's disease GWAS catalog.,4,Simple Sentence
40667715,Genome-wide association of tau neuroimaging and plasma biomarkers in adults with Down syndrome.,AD,11,Alzheimer's disease genes Down syndrome Alzheimer's disease are enriched Alzheimer's disease Alzheimer's disease verbal Alzheimer's disease GWAS Alzheimer's disease within a Alzheimer's disease Alzheimer's disease Alzheimer's disease Alzheimer's disease,3,Incomplete Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,0,IMPORTANCE: The trajectories of core Alzheimer disease (AD) cerebrospinal fluid (CSF) biomarkers and the concurrent cognitive changes across the clinical spectrum remain unclear yet are important for clinical trial design.,0,Complex Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,1,"OBJECTIVE: To map longitudinal CSF amyloid, tau, and cognitive trajectories along the clinical spectrum of AD and amyloid-negative controls.",3,Incomplete Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,2,"DESIGN, SETTING, AND PARTICIPANTS: This longitudinal cohort study included participants with a minimum of 2 CSF samples from Alzheimer Centrum Amsterdam cohorts across the AD clinical spectrum (ie, abnormal amyloid levels at first visit, in different clinical stages) and cognitively normal controls with initially normal CSF markers from November 2003 to July 2019.",0,Complex Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,3,"The maximum follow-up period was 19.5 years (median [IQR], 2 [0-3] years).",4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,4,Data were analyzed from March 2024 to May 2025.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,5,"EXPOSURES: AD biomarkers (ß-amyloid [Aß]1-42 to Aß1-40 ratio, total tau [t-tau], and phosphorylated tau [p-tau]) detected in serially collected CSF.",4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,6,MAIN OUTCOMES AND MEASURES: CSF AD biomarkers were measured with Lumipulse G600II.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,7,Cognition was measured using the Mini-Mental State Examination (MMSE) and delayed memory recall component of the of the Rey Auditory Verbal Learning Test.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,8,"Analysis was conducted using linear mixed models, including random intercepts and slopes, adjusting for age, education level, and sex.",4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,9,Each model included an interaction term of time and clinical stage to study stage-specific slopes.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,10,Biomarker conversion rates per clinical stage were studied by comparing biomarker status between visits.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,11,"RESULTS: The sample included 197 individuals (103 male [52.3%]), including 83 controls (mean [SD] age, 63 [8] years), 31 individuals with amyloid positivity who were cognitively unimpaired (mean [SD] age, 67 [9] years), 30 individuals with amyloid-positive mild cognitive impairment (MCI; mean [SD] age, 67 [7] years), and 53 individuals with amyloid-positive dementia (mean [SD] age, 65 [8] years).",0,Complex Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,12,"Aβ1-42/1-40 ratios decreased in controls (β [SE] = -8.55 × 10-4 [1.87 × 10-4]; P < .001) and the amyloid-positive cognitively unimpaired group (β [SE] = -1.05 × 10-3 [3.14 × 10-4]; P < .001), and remained low in amyloid-positive MCI and dementia groups.",1,Compound Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,13,There were 10 controls (12.0%) who reached abnormal amyloid over a mean (SD) of 4.8 (3.4) years.,4,Simple Sentence
40638114,Cerebrospinal Fluid Amyloid and Tau Biomarker Changes Across the Alzheimer Disease Clinical Spectrum.,AD,14,"In controls, CSF t-tau (β [SE] = 8.49 [2.55] pg/mL per year; P = .002) and p-tau (β [SE] = 1.36 [0.41] pg/mL per year; P = .001) levels increased over time, and levels also increased for those in the amyloid-positive cognitively unimpaired (t-tau: β [SE] = 17.24 [4.58] pg/mL per year; P < .001; p-tau: β [SE] = 3.10 [0.72] pg/mL per year; P < .001) and amyloid-positive MCI (t-tau: β [SE] = 30.80 [5.99] pg/mL per year; P < .001; p-tau: β [SE] = 4.40 [0.93] pg/mL per year; P < .001) groups, with t-tau increasing further in the dementia group (β [SE] = 24.97 [7.80] pg/mL per year; P = .002).",2,Compound-Complex Sentence
